mouse,op,rev,block,hit,p.trials,cr,n.trials,exclude
2165,0,no,1,10,10,0,10,FALSE
2165,0,no,2,10,10,3,10,FALSE
2165,0,no,3,10,10,5,10,FALSE
2165,0,no,4,9,10,8,10,FALSE
2165,1,no,1,10,10,0,10,FALSE
2165,1,no,2,10,10,5,10,FALSE
2165,1,no,3,10,10,8,10,FALSE
2165,1,yes,1,0,9,0,10,FALSE
2165,1,yes,2,0,10,6,10,FALSE
2165,1,yes,3,4,10,3,10,FALSE
2165,1,yes,4,10,10,0,10,FALSE
2165,1,yes,5,10,10,5,10,FALSE
2165,1,yes,6,10,10,5,10,FALSE
2165,1,yes,7,8,10,8,10,FALSE
2165,1,yes,8,9,10,10,10,FALSE
2165,2,no,1,10,10,0,10,FALSE
2165,2,no,2,10,10,6,10,FALSE
2165,2,no,3,7,10,5,10,FALSE
2165,2,no,4,6,10,6,10,FALSE
2165,2,no,5,4,10,6,10,FALSE
2165,2,no,6,2,10,8,10,FALSE
2165,2,no,7,3,10,8,10,FALSE
2165,2,no,8,4,10,7,10,FALSE
2165,2,no,9,4,10,8,10,FALSE
2165,2,no,10,5,10,9,10,FALSE
2165,2,no,11,10,10,9,10,FALSE
2165,2,yes,1,6,9,0,10,FALSE
2165,2,yes,2,10,10,0,10,FALSE
2165,2,yes,3,9,10,3,10,FALSE
2165,2,yes,4,9,10,6,10,FALSE
2165,2,yes,5,10,10,7,10,FALSE
2165,3,no,1,10,10,5,10,FALSE
2165,3,no,2,10,10,9,10,FALSE
2165,3,yes,1,6,9,0,10,FALSE
2165,3,yes,2,8,10,0,10,FALSE
2165,3,yes,3,9,10,4,10,FALSE
2165,3,yes,4,7,10,2,10,FALSE
2165,3,yes,5,5,10,5,10,FALSE
2165,3,yes,6,2,10,5,10,FALSE
2165,3,yes,7,2,10,8,10,FALSE
2165,3,yes,8,2,10,6,10,FALSE
2165,3,yes,9,3,10,10,10,FALSE
2165,3,yes,10,1,10,9,10,FALSE
2165,3,yes,11,8,9,0,10,FALSE
2165,3,yes,12,8,10,2,10,FALSE
2165,3,yes,13,4,10,3,10,FALSE
2165,3,yes,14,3,10,7,10,FALSE
2165,3,yes,15,2,10,7,10,FALSE
2165,3,yes,16,0,10,9,10,FALSE
2165,3,yes,17,1,10,9,10,FALSE
2165,3,yes,18,2,10,8,10,FALSE
2165,3,yes,19,0,10,10,10,FALSE
2165,3,yes,20,1,4,5,6,FALSE
2165,3,yes,21,7,9,0,10,FALSE
2165,3,yes,22,6,10,8,10,FALSE
2165,3,yes,23,3,10,10,10,FALSE
2165,3,yes,24,3,10,7,10,FALSE
2165,3,yes,25,6,10,9,10,FALSE
2165,3,yes,26,4,10,10,10,FALSE
2165,3,yes,27,3,10,10,10,FALSE
2165,3,yes,28,5,10,10,10,FALSE
2165,3,yes,29,1,10,10,10,FALSE
2165,3,yes,30,4,10,10,10,FALSE
2165,3,yes,31,9,9,7,10,FALSE
2165,4,no,1,10,10,0,10,FALSE
2165,4,no,2,10,10,7,10,FALSE
2165,4,yes,1,8,9,4,10,FALSE
2165,4,yes,2,10,10,7,10,FALSE
2165,5,no,1,10,10,7,10,FALSE
2165,5,yes,1,0,9,0,10,FALSE
2165,5,yes,2,4,10,0,10,FALSE
2165,5,yes,3,3,10,4,10,FALSE
2165,5,yes,4,5,10,5,10,FALSE
2165,5,yes,5,1,10,7,10,FALSE
2165,5,yes,6,4,10,9,10,FALSE
2165,5,yes,7,3,10,10,10,FALSE
2165,5,yes,8,4,10,9,10,FALSE
2165,5,yes,9,3,10,10,10,FALSE
2165,5,yes,10,1,10,10,10,FALSE
2165,5,yes,11,9,9,4,10,FALSE
2165,5,yes,12,10,10,9,10,FALSE
2165,6,no,1,9,10,5,10,TRUE
2165,6,no,2,3,10,10,10,TRUE
2165,6,no,3,4,10,10,10,TRUE
2165,6,no,4,1,10,10,10,TRUE
2165,6,no,5,2,10,10,10,TRUE
2165,6,no,6,0,10,10,10,TRUE
2165,6,no,7,0,10,10,10,TRUE
2165,6,no,8,1,10,10,10,TRUE
2165,6,no,9,0,10,10,10,TRUE
2165,6,no,10,0,10,10,10,TRUE
2165,6,yes,1,8,9,4,10,FALSE
