mouse,op,rev,block,hit,p.trials,cr,n.trials,exclude
1927,0,no,1,10,10,6,10,FALSE
1927,0,no,2,1,3,3,4,FALSE
1927,0,no,3,10,10,2,10,FALSE
1927,0,no,4,2,4,3,7,FALSE
1927,0,no,5,10,10,2,10,FALSE
1927,0,no,6,7,7,5,8,FALSE
1927,0,no,7,9,10,5,10,FALSE
1927,0,no,8,6,10,8,10,FALSE
1927,0,no,9,6,9,7,9,FALSE
1927,0,no,10,10,10,4,10,FALSE
1927,0,no,11,3,4,5,6,FALSE
1927,0,no,12,10,10,7,10,FALSE
1927,1,no,1,10,10,1,10,FALSE
1927,1,no,2,10,10,0,10,FALSE
1927,1,no,3,10,10,3,10,FALSE
1927,1,no,4,7,9,5,7,FALSE
1927,1,no,5,10,10,5,10,FALSE
1927,1,no,6,10,10,2,10,FALSE
1927,1,no,7,3,3,1,3,FALSE
1927,1,no,8,10,10,6,10,FALSE
1927,1,no,9,10,10,8,10,FALSE
1927,1,yes,1,1,9,2,10,TRUE
1927,1,yes,2,0,1,0,0,TRUE
1927,1,yes,3,2,9,1,10,TRUE
1927,2,no,1,10,10,8,10,FALSE
1927,2,yes,1,0,7,3,8,FALSE
1927,2,yes,2,5,9,0,10,FALSE
1927,2,yes,3,8,10,1,10,FALSE
1927,2,yes,4,0,2,2,2,FALSE
1927,2,yes,5,9,9,0,10,FALSE
1927,2,yes,6,1,1,1,2,FALSE
1927,2,yes,7,9,9,1,10,FALSE
1927,2,yes,8,10,10,0,10,FALSE
1927,2,yes,9,10,10,6,10,FALSE
1927,2,yes,10,6,6,2,5,FALSE
1927,2,yes,11,9,9,4,10,FALSE
1927,2,yes,12,10,10,4,10,FALSE
1927,2,yes,12,9,10,7,10,FALSE
1927,2,yes,13,2,2,2,2,FALSE
1927,2,yes,14,9,9,6,10,FALSE
1927,2,yes,15,10,10,10,10,FALSE
1927,3,no,1,10,10,4,10,FALSE
1927,3,no,2,10,10,10,10,FALSE
1927,3,yes,1,1,9,0,10,FALSE
1927,3,yes,2,0,10,6,10,FALSE
1927,3,yes,3,0,2,0,0,FALSE
1927,3,yes,4,9,9,0,10,FALSE
1927,3,yes,5,10,10,0,10,FALSE
1927,3,yes,6,10,10,3,10,FALSE
1927,3,yes,7,7,10,8,10,FALSE
1927,3,yes,8,9,9,2,10,FALSE
1927,3,yes,9,10,10,8,10,FALSE
1927,4,no,1,10,10,3,10,FALSE
1927,4,no,2,10,10,7,10,FALSE
1927,4,yes,1,9,9,4,10,FALSE
1927,4,yes,2,0,10,8,10,FALSE
1927,4,yes,3,0,1,0,0,FALSE
1927,4,yes,4,10,10,7,10,FALSE
