mouse,op,rev,block,hit,p.trials,cr,n.trials,exclude
1852,0,no,1,10,10,0,10,FALSE
1852,0,no,2,10,10,0,10,FALSE
1852,0,no,3,10,10,0,10,FALSE
1852,0,no,4,10,10,1,10,FALSE
1852,0,no,5,9,9,3,8,FALSE
1852,0,no,6,10,10,5,10,FALSE
1852,0,no,7,10,10,5,10,FALSE
1852,0,no,8,10,10,7,10,FALSE
1852,1,no,1,10,10,2,10,FALSE
1852,1,no,2,10,10,3,10,FALSE
1852,1,no,3,10,10,7,10,FALSE
1852,1,yes,1,2,9,0,10,FALSE
1852,1,yes,2,0,10,0,10,FALSE
1852,1,yes,3,1,9,3,10,FALSE
1852,1,yes,4,10,10,0,10,FALSE
1852,1,yes,5,10,10,0,10,FALSE
1852,1,yes,6,10,10,2,10,FALSE
1852,1,yes,7,10,10,6,10,FALSE
1852,1,yes,8,10,10,8,10,FALSE
1852,2,no,1,10,10,1,10,FALSE
1852,2,no,2,10,10,0,10,FALSE
1852,2,no,3,10,10,3,10,FALSE
1852,2,no,4,10,10,8,10,FALSE
1852,2,yes,1,8,9,0,10,FALSE
1852,2,yes,2,10,10,0,10,FALSE
1852,2,yes,3,10,10,1,10,FALSE
1852,2,yes,4,10,10,1,10,FALSE
1852,2,yes,5,10,10,2,10,FALSE
1852,2,yes,6,10,10,2,10,FALSE
1852,2,yes,7,9,9,5,9,FALSE
1852,2,yes,8,9,9,7,10,FALSE
1852,3,no,1,10,10,1,10,FALSE
1852,3,no,2,10,10,7,10,FALSE
1852,3,yes,1,9,9,6,10,FALSE
1852,3,yes,2,10,10,6,10,FALSE
1852,3,yes,3,10,10,10,10,FALSE
1852,4,no,1,10,10,6,10,FALSE
1852,4,no,2,10,10,10,10,FALSE
1852,4,yes,1,9,9,0,10,FALSE
1852,4,yes,2,10,10,0,10,FALSE
1852,4,yes,3,10,10,2,10,FALSE
1852,4,yes,4,10,10,3,10,FALSE
1852,4,yes,5,10,10,4,10,FALSE
1852,4,yes,6,1,1,1,2,FALSE
1852,4,yes,7,9,9,6,10,FALSE
1852,4,yes,8,10,10,1,10,FALSE
1852,4,yes,9,10,10,4,10,FALSE
1852,4,yes,10,10,10,3,10,FALSE
1852,4,yes,11,10,10,8,10,FALSE
1852,5,no,1,10,10,3,10,FALSE
1852,5,no,2,10,10,9,10,FALSE
1852,5,yes,1,9,9,0,10,FALSE
1852,5,yes,2,10,10,6,10,FALSE
1852,5,yes,3,10,10,9,10,FALSE
1852,6,no,1,10,10,2,10,FALSE
1852,6,no,2,10,10,6,10,FALSE
1852,6,no,3,10,10,9,10,FALSE
1852,6,yes,1,9,9,0,10,FALSE
1852,6,yes,2,10,10,2,10,FALSE
1852,6,yes,3,10,10,4,10,FALSE
1852,6,yes,4,10,10,7,10,FALSE
1852,7,no,1,10,10,7,10,FALSE
1852,7,yes,1,9,9,3,10,FALSE
1852,7,yes,2,10,10,6,10,FALSE
1852,7,yes,3,10,10,6,10,FALSE
1852,7,yes,4,10,10,7,10,FALSE
1852,8,no,1,10,10,3,10,FALSE
1852,8,no,2,10,10,9,10,FALSE
1852,8,yes,1,9,9,1,10,FALSE
1852,8,yes,2,10,10,10,10,FALSE
1852,9,no,1,10,10,3,10,FALSE
1852,9,no,2,9,10,9,10,FALSE
1852,9,yes,1,9,9,3,10,FALSE
1852,9,yes,2,10,10,9,10,FALSE
1852,10,no,1,10,10,5,10,FALSE
1852,10,no,2,10,10,9,10,FALSE
1852,10,yes,1,9,9,7,10,FALSE
1852,11,no,1,10,10,4,10,FALSE
1852,11,no,2,10,10,10,10,FALSE
1852,11,yes,1,9,9,7,10,FALSE
1852,12,no,1,10,10,3,10,FALSE
1852,12,no,2,10,10,9,10,FALSE
1852,12,yes,1,9,9,2,10,FALSE
1852,12,yes,2,10,10,8,10,FALSE
1852,13,no,1,10,10,1,10,FALSE
1852,13,no,2,10,10,10,10,FALSE
1852,13,yes,1,9,9,2,10,FALSE
1852,13,yes,2,10,10,7,10,FALSE
1852,14,no,1,10,10,4,10,FALSE
1852,14,no,2,10,10,10,10,FALSE
1852,14,yes,1,9,9,3,10,FALSE
1852,14,yes,2,10,10,8,10,FALSE
1852,15,no,1,10,10,6,10,FALSE
1852,15,no,2,10,10,10,10,FALSE
1852,15,yes,1,9,9,6,10,FALSE
1852,15,yes,2,10,10,9,10,FALSE
1852,16,no,1,10,10,5,10,FALSE
1852,16,no,2,10,10,10,10,FALSE
1852,16,yes,1,9,9,1,10,FALSE
1852,16,yes,2,10,10,1,10,FALSE
1852,16,yes,3,10,10,8,10,FALSE
1852,17,no,1,10,10,1,10,FALSE
1852,17,no,2,10,10,8,10,FALSE
1852,17,yes,1,9,9,1,10,FALSE
1852,17,yes,2,10,10,3,10,FALSE
1852,17,yes,3,10,10,4,10,FALSE
1852,17,yes,4,10,10,6,10,FALSE
1852,17,yes,5,10,10,9,10,FALSE
1852,18,no,1,10,10,6,10,FALSE
1852,18,no,2,10,10,10,10,FALSE
1852,18,yes,1,9,9,5,10,FALSE
1852,18,yes,2,10,10,10,10,FALSE
1852,retest,no,1,10,10,0,10,FALSE
1852,retest,no,2,9,10,0,10,FALSE
1852,retest,no,3,10,10,0,10,FALSE
1852,retest,no,4,10,10,0,10,FALSE
1852,retest,no,5,10,10,1,10,FALSE
1852,retest,no,6,10,10,2,10,FALSE
1852,retest,no,7,9,10,8,10,FALSE
