mouse,op,rev,block,hit,p.trials,cr,n.trials,exclude
2290,0,no,1,10,10,5,10,FALSE
2290,0,no,2,2,3,0,2,FALSE
2290,0,no,3,8,10,0,10,FALSE
2290,0,no,4,6,7,1,5,FALSE
2290,0,no,5,10,10,0,10,FALSE
2290,0,no,6,10,10,1,10,FALSE
2290,0,no,7,10,10,2,10,FALSE
2290,0,no,8,10,10,0,10,FALSE
2290,0,no,9,9,10,2,10,FALSE
2290,0,no,10,3,6,2,5,FALSE
2290,0,no,11,10,10,1,10,FALSE
2290,0,no,12,8,10,3,10,FALSE
2290,0,no,13,6,8,4,7,FALSE
2290,0,no,14,10,10,2,10,FALSE
2290,0,no,15,10,10,3,10,FALSE
2290,0,no,16,10,10,1,10,FALSE
2290,0,no,17,9,9,1,9,FALSE
2290,0,no,18,10,10,3,10,FALSE
2290,0,no,19,10,10,6,10,FALSE
2290,0,no,20,10,10,4,10,FALSE
2290,0,no,21,6,6,5,5,FALSE
2290,0,no,22,10,10,4,10,FALSE
2290,0,no,23,10,10,6,10,FALSE
2290,0,no,24,10,10,7,10,FALSE
