mouse,op,rev,block,hit,p.trials,cr,n.trials,exclude
2141,0,no,1,10,10,1,10,FALSE
2141,0,no,2,10,10,3,10,FALSE
2141,0,no,3,10,10,5,10,FALSE
2141,0,no,4,10,10,8,10,FALSE
2141,1,no,1,10,10,0,10,FALSE
2141,1,no,2,10,10,6,10,FALSE
2141,1,no,3,10,10,10,10,FALSE
2141,1,yes,1,0,9,1,10,FALSE
2141,1,yes,2,0,10,8,10,FALSE
2141,1,yes,3,0,10,6,10,FALSE
2141,1,yes,4,0,3,2,2,FALSE
2141,1,yes,5,2,9,6,10,FALSE
2141,1,yes,6,6,10,6,10,FALSE
2141,1,yes,7,10,10,0,10,FALSE
2141,1,yes,8,10,10,2,10,FALSE
2141,1,yes,9,10,10,3,10,FALSE
2141,1,yes,10,10,10,7,10,FALSE
2141,2,no,1,9,10,6,10,FALSE
2141,2,no,2,10,10,4,10,FALSE
2141,2,no,3,10,10,7,10,FALSE
2141,2,yes,1,8,9,1,10,FALSE
2141,2,yes,2,10,10,0,10,FALSE
2141,2,yes,3,10,10,1,10,FALSE
2141,2,yes,4,10,10,5,10,FALSE
2141,2,yes,5,10,10,8,10,FALSE
2141,3,no,1,10,10,0,10,FALSE
2141,3,no,2,10,10,7,10,FALSE
2141,3,yes,1,9,9,5,10,FALSE
2141,3,yes,2,10,10,6,10,FALSE
2141,3,yes,3,10,10,9,10,FALSE
2141,4,no,1,10,10,6,10,FALSE
2141,4,no,2,10,10,10,10,FALSE
2141,4,yes,1,8,9,2,10,FALSE
2141,4,yes,2,10,10,9,10,FALSE
2141,5,no,1,10,10,7,10,FALSE
2141,5,yes,1,8,9,3,10,FALSE
2141,5,yes,2,10,10,7,10,FALSE
2141,6,no,1,9,10,3,10,FALSE
2141,6,no,2,10,10,7,10,FALSE
2141,6,yes,1,8,9,1,10,FALSE
2141,6,yes,2,10,10,5,10,FALSE
2141,6,yes,3,10,10,10,10,FALSE
2141,7,no,1,10,10,6,10,FALSE
2141,7,no,2,10,10,9,10,FALSE
2141,7,yes,1,9,9,4,10,FALSE
2141,7,yes,2,10,10,4,10,FALSE
2141,7,yes,3,10,10,3,10,FALSE
2141,7,yes,4,10,10,7,10,FALSE
2141,8,no,1,10,10,6,10,FALSE
2141,8,no,2,10,10,9,10,FALSE
2141,8,yes,1,9,9,7,10,FALSE
2141,9,no,1,10,10,4,10,FALSE
2141,9,no,2,10,10,8,10,FALSE
2141,9,yes,1,9,9,7,10,FALSE
2141,10,no,1,10,10,3,10,FALSE
2141,10,no,2,10,10,10,10,FALSE
2141,10,yes,1,9,9,2,10,FALSE
2141,10,yes,2,10,10,7,10,FALSE
2141,11,no,1,10,10,5,10,FALSE
2141,11,no,2,10,10,10,10,FALSE
2141,11,yes,1,9,9,9,10,FALSE
2141,12,no,1,10,10,5,10,FALSE
2141,12,no,2,10,10,10,10,FALSE
2141,12,yes,1,9,9,9,10,FALSE
2141,13,no,1,10,10,7,10,FALSE
2141,13,yes,1,9,9,9,10,FALSE
2141,14,no,1,10,10,6,10,FALSE
2141,14,no,2,10,10,8,10,FALSE
2141,14,yes,1,9,9,7,10,FALSE
2141,15,no,1,10,10,5,10,FALSE
2141,15,no,2,10,10,8,10,FALSE
2141,15,yes,1,9,9,8,10,FALSE
2141,16,no,1,10,10,1,10,FALSE
2141,16,no,2,10,10,5,10,FALSE
2141,16,no,3,10,10,9,10,FALSE
2141,16,yes,1,9,9,7,10,FALSE
2141,17,no,1,10,10,3,10,FALSE
2141,17,no,2,10,10,8,10,FALSE
2141,17,yes,1,9,9,4,10,FALSE
2141,17,yes,2,10,10,9,10,FALSE
2141,18,no,1,10,10,0,10,FALSE
2141,18,no,2,10,10,5,10,FALSE
2141,18,no,3,10,10,6,10,FALSE
2141,18,no,4,10,10,10,10,FALSE
2141,18,yes,1,10,10,2,10,FALSE
2141,18,yes,2,10,10,4,10,FALSE
2141,18,yes,3,10,10,9,10,FALSE
2141,retest,no,1,10,10,0,10,FALSE
2141,retest,no,2,10,10,0,10,FALSE
2141,retest,no,3,10,10,6,10,FALSE
2141,retest,no,4,10,10,9,10,FALSE
