mouse,op,rev,block,hit,p.trials,cr,n.trials,exclude
2144,0,no,1,10,10,0,10,FALSE
2144,0,no,2,10,10,2,10,FALSE
2144,0,no,3,7,8,3,6,FALSE
2144,0,no,4,9,10,7,10,FALSE
2144,0,no,5,9,10,10,10,FALSE
2144,1,no,1,10,10,0,10,FALSE
2144,1,no,2,10,10,1,10,FALSE
2144,1,no,3,10,10,9,10,FALSE
2144,1,yes,1,1,9,0,10,FALSE
2144,1,yes,2,0,10,3,10,FALSE
2144,1,yes,3,1,10,5,10,FALSE
2144,1,yes,4,0,5,2,2,FALSE
2144,1,yes,5,3,10,4,10,FALSE
2144,1,yes,6,6,10,1,10,FALSE
2144,1,yes,7,10,10,0,10,FALSE
2144,1,yes,8,10,10,2,10,FALSE
2144,1,yes,9,10,10,4,10,FALSE
2144,1,yes,10,10,10,6,10,FALSE
2144,1,yes,11,10,10,9,10,FALSE
2144,2,no,1,10,10,1,10,FALSE
2144,2,no,2,7,10,0,10,FALSE
2144,2,no,3,9,10,0,10,FALSE
2144,2,no,4,9,10,0,10,FALSE
2144,2,no,5,9,10,1,10,FALSE
2144,2,no,6,10,10,0,10,FALSE
2144,2,no,7,10,10,1,10,FALSE
2144,2,no,8,10,10,4,10,FALSE
2144,2,no,9,10,10,2,10,FALSE
2144,2,no,10,10,10,5,10,FALSE
2144,2,no,11,10,10,5,10,FALSE
2144,2,no,12,10,10,9,10,FALSE
2144,2,yes,1,9,10,1,10,FALSE
2144,2,yes,2,10,10,0,10,FALSE
2144,2,yes,3,10,10,0,10,FALSE
2144,2,yes,4,10,10,1,10,FALSE
2144,2,yes,5,10,10,1,10,FALSE
2144,2,yes,6,10,10,5,10,FALSE
2144,2,yes,7,10,10,6,10,FALSE
2144,2,yes,8,10,10,9,10,FALSE
2144,3,no,1,10,10,1,10,FALSE
2144,3,no,2,10,10,3,10,FALSE
2144,3,no,3,10,10,6,10,FALSE
2144,3,no,4,10,10,6,10,FALSE
2144,3,no,5,10,10,8,10,FALSE
2144,3,yes,1,8,9,0,10,FALSE
2144,3,yes,2,10,10,2,10,FALSE
2144,3,yes,3,10,10,8,10,FALSE
2144,4,no,1,10,10,3,10,FALSE
2144,4,no,2,10,10,4,10,FALSE
2144,4,no,3,10,10,6,10,FALSE
2144,4,no,4,10,10,9,10,FALSE
2144,4,yes,1,10,10,0,10,FALSE
2144,4,yes,2,10,10,0,10,FALSE
2144,4,yes,3,10,10,4,10,FALSE
2144,4,yes,4,10,10,3,10,FALSE
2144,4,yes,5,10,10,10,10,FALSE
2144,5,no,1,10,10,4,10,FALSE
2144,5,no,2,10,10,8,10,FALSE
2144,5,yes,1,9,9,8,10,FALSE
2144,6,no,1,10,10,4,10,FALSE
2144,6,no,2,10,10,10,10,FALSE
2144,6,yes,1,9,9,4,10,FALSE
2144,6,yes,2,10,10,10,10,FALSE
2144,7,no,1,10,10,5,10,FALSE
2144,7,no,2,10,10,10,10,FALSE
2144,7,yes,1,9,9,9,10,FALSE
2144,8,no,1,10,10,8,10,FALSE
2144,8,yes,1,9,9,9,10,FALSE
2144,9,no,1,10,10,9,10,FALSE
2144,9,yes,1,9,9,6,10,FALSE
2144,9,yes,2,10,10,9,10,FALSE
2144,10,no,1,10,10,7,10,FALSE
2144,10,yes,1,10,10,7,10,FALSE
2144,11,no,1,10,10,5,10,FALSE
2144,11,no,2,10,10,10,10,FALSE
2144,11,yes,1,8,9,5,10,FALSE
2144,11,yes,2,10,10,8,10,FALSE
2144,12,no,1,10,10,8,10,FALSE
2144,12,yes,1,9,9,8,10,FALSE
2144,13,no,1,10,10,4,10,FALSE
2144,13,no,2,10,10,8,10,FALSE
2144,13,yes,1,8,9,7,10,FALSE
2144,13,yes,2,10,10,7,10,FALSE
2144,14,no,1,10,10,5,10,FALSE
2144,14,no,2,10,10,5,10,FALSE
2144,14,no,3,10,10,8,10,FALSE
2144,14,yes,1,8,9,8,10,FALSE
2144,15,no,1,9,10,9,10,FALSE
2144,15,yes,1,8,9,3,10,FALSE
2144,15,yes,2,8,10,4,10,FALSE
2144,15,yes,3,10,10,7,10,FALSE
2144,16,no,1,10,10,6,10,FALSE
2144,16,no,2,10,10,7,10,FALSE
2144,16,yes,1,9,9,6,10,TRUE
2144,17,no,1,10,10,5,10,FALSE
2144,17,no,2,10,10,5,10,FALSE
2144,17,no,3,6,6,1,3,FALSE
2144,17,no,4,10,10,5,10,FALSE
2144,17,no,5,10,10,7,10,FALSE
2144,17,yes,1,9,9,0,10,FALSE
2144,17,yes,2,10,10,2,10,FALSE
2144,17,yes,3,9,10,3,10,FALSE
2144,17,yes,4,9,10,3,10,FALSE
2144,17,yes,5,10,10,10,10,FALSE
2144,18,no,1,10,10,2,10,FALSE
2144,18,no,2,10,10,7,10,FALSE
2144,18,yes,1,8,9,4,10,FALSE
2144,18,yes,2,10,10,8,10,FALSE
