mouse,op,rev,block,hit,p.trials,cr,n.trials,exclude
2143,0,no,1,5,5,3,5,FALSE
2143,0,no,2,10,10,0,10,FALSE
2143,0,no,3,6,8,4,8,FALSE
2143,0,no,4,10,10,5,10,FALSE
2143,0,no,5,10,10,6,10,FALSE
2143,0,no,6,10,10,6,10,FALSE
2143,0,no,7,9,10,8,10,FALSE
2143,1,no,1,10,10,1,10,FALSE
2143,1,no,2,10,10,1,10,FALSE
2143,1,no,3,10,10,1,10,FALSE
2143,1,no,4,10,10,6,10,FALSE
2143,1,no,5,2,2,1,1,FALSE
2143,1,no,6,10,10,6,10,FALSE
2143,1,no,7,10,10,5,10,FALSE
2143,1,no,8,10,10,7,10,FALSE
2143,1,yes,1,0,9,0,10,FALSE
2143,1,yes,2,5,10,0,10,FALSE
2143,1,yes,3,10,10,0,10,FALSE
2143,1,yes,4,10,10,0,10,FALSE
2143,1,yes,5,10,10,0,10,FALSE
2143,1,yes,6,10,10,4,10,FALSE
2143,1,yes,7,2,2,1,3,FALSE
2143,1,yes,8,9,9,2,10,FALSE
2143,1,yes,9,10,10,3,10,FALSE
2143,1,yes,10,10,10,9,10,FALSE
2143,2,no,1,9,10,0,10,FALSE
2143,2,no,2,10,10,0,10,FALSE
2143,2,no,3,10,10,3,10,FALSE
2143,2,no,4,10,10,6,10,FALSE
2143,2,no,5,10,10,9,10,FALSE
2143,2,yes,1,8,9,1,10,FALSE
2143,2,yes,2,10,10,0,10,FALSE
2143,2,yes,3,10,10,2,10,FALSE
2143,2,yes,4,10,10,4,10,FALSE
2143,2,yes,5,10,10,8,10,FALSE
2143,3,no,1,10,10,0,10,FALSE
2143,3,no,2,10,10,4,10,FALSE
2143,3,no,3,10,10,7,10,FALSE
2143,3,yes,1,9,9,0,10,FALSE
2143,3,yes,2,10,10,7,10,FALSE
2143,4,no,1,10,10,7,10,FALSE
2143,4,yes,1,8,9,0,10,FALSE
2143,4,yes,2,9,10,5,10,FALSE
2143,4,yes,3,2,5,0,2,FALSE
2143,4,yes,4,8,9,3,10,FALSE
2143,4,yes,5,10,10,9,10,FALSE
2143,5,no,1,9,10,5,10,FALSE
2143,5,no,2,10,10,9,10,FALSE
2143,5,yes,1,8,9,7,10,FALSE
2143,5,yes,2,10,10,6,10,FALSE
2143,5,yes,3,10,10,9,10,FALSE
2143,6,no,1,10,10,7,10,FALSE
2143,6,yes,1,9,9,6,10,FALSE
2143,6,yes,2,10,10,9,10,FALSE
2143,7,no,1,10,10,6,10,FALSE
2143,7,no,2,10,10,7,10,FALSE
2143,7,yes,1,5,9,6,10,FALSE
2143,7,yes,2,2,9,8,8,FALSE
2143,7,yes,3,8,9,6,10,FALSE
2143,7,yes,4,3,7,7,8,FALSE
2143,7,yes,5,7,9,4,10,FALSE
2143,7,yes,6,10,10,9,10,FALSE
2143,8,no,1,10,10,5,10,FALSE
2143,8,no,2,10,10,8,10,FALSE
2143,8,yes,1,6,9,7,10,FALSE
2143,8,yes,2,10,10,10,10,FALSE
2143,9,no,1,10,10,6,10,FALSE
2143,9,no,2,10,10,8,10,FALSE
