mouse,op,rev,block,hit,p.trials,cr,n.trials,exclude
2169,0,no,1,10,10,1,10,FALSE
2169,0,no,2,10,10,2,10,FALSE
2169,0,no,3,8,8,2,10,FALSE
2169,0,no,4,10,10,1,10,FALSE
2169,0,no,5,10,10,3,10,FALSE
2169,0,no,6,9,10,5,10,FALSE
2169,0,no,7,10,10,8,10,FALSE
2169,1,no,1,10,10,0,10,FALSE
2169,1,no,2,10,10,3,10,FALSE
2169,1,no,3,8,10,8,10,FALSE
2169,1,no,4,1,7,8,8,FALSE
2169,1,no,5,10,10,8,10,FALSE
2169,1,yes,1,1,9,1,10,FALSE
2169,1,yes,2,0,10,6,10,FALSE
2169,1,yes,3,0,5,2,2,FALSE
2169,1,yes,4,0,9,8,10,FALSE
2169,1,yes,5,1,8,7,7,FALSE
2169,1,yes,6,2,9,8,10,FALSE
2169,1,yes,7,0,10,8,10,FALSE
2169,1,yes,8,0,4,4,4,FALSE
2169,1,yes,9,4,10,4,10,FALSE
2169,1,yes,10,7,10,3,10,FALSE
2169,1,yes,11,8,10,6,10,FALSE
2169,1,yes,12,4,10,9,10,FALSE
2169,1,yes,13,1,10,10,10,FALSE
2169,1,yes,14,1,10,10,10,FALSE
2169,1,yes,15,8,9,0,10,FALSE
2169,1,yes,16,10,10,6,10,FALSE
2169,1,yes,17,4,10,10,10,FALSE
2169,1,yes,18,1,10,10,10,FALSE
2169,1,yes,19,0,4,6,6,FALSE
2169,1,yes,20,9,9,6,10,FALSE
2169,1,yes,21,10,10,10,10,FALSE
2169,2,no,1,10,10,9,10,FALSE
2169,2,yes,1,0,9,3,10,FALSE
2169,2,yes,2,0,10,9,10,FALSE
2169,2,yes,3,0,10,9,10,FALSE
2169,2,yes,4,0,10,10,10,FALSE
2169,2,yes,5,0,1,1,1,FALSE
2169,2,yes,6,1,9,4,10,FALSE
2169,2,yes,7,0,10,10,10,FALSE
2169,2,yes,8,0,10,10,10,FALSE
2169,2,yes,9,0,4,2,2,FALSE
2169,2,yes,10,1,9,6,10,FALSE
2169,2,yes,11,1,10,10,10,FALSE
2169,2,yes,12,0,10,10,10,FALSE
2169,2,yes,13,0,10,10,10,FALSE
2169,2,yes,14,0,6,3,3,FALSE
2169,2,yes,15,1,9,7,10,FALSE
2169,2,yes,16,0,10,10,10,FALSE
2169,2,yes,17,1,10,10,10,FALSE
2169,2,yes,18,0,1,1,1,FALSE
2169,2,yes,19,8,9,0,10,FALSE
2169,2,yes,20,10,10,3,10,FALSE
2169,2,yes,21,9,10,9,10,FALSE
2169,3,no,1,5,10,9,10,FALSE
2169,3,no,2,0,10,10,10,FALSE
2169,3,no,3,6,10,6,10,FALSE
2169,3,no,4,10,10,7,10,FALSE
2169,3,yes,1,8,9,0,10,FALSE
2169,3,yes,2,10,10,6,10,FALSE
2169,3,yes,3,10,10,8,10,FALSE
2169,4,no,1,10,10,5,10,FALSE
2169,4,no,2,10,10,10,10,FALSE
2169,4,yes,1,9,9,1,10,FALSE
2169,4,yes,2,10,10,10,10,FALSE
2169,5,no,1,10,10,8,10,FALSE
2169,5,yes,1,9,9,6,10,FALSE
2169,5,yes,2,10,10,10,10,FALSE
2169,6,no,1,10,10,8,10,FALSE
2169,6,yes,1,9,9,8,10,FALSE
2169,7,no,1,10,10,7,10,FALSE
2169,7,yes,1,8,9,8,10,FALSE
2169,8,no,1,10,10,9,10,FALSE
2169,8,yes,1,9,9,10,10,FALSE
2169,9,no,1,10,10,9,10,FALSE
2169,9,yes,1,9,9,10,10,FALSE
2169,10,no,1,10,10,6,10,FALSE
2169,10,no,2,10,10,9,10,FALSE
2169,10,yes,1,9,9,7,10,FALSE
2169,11,no,1,10,10,9,10,FALSE
2169,11,yes,1,9,9,7,10,FALSE
2169,12,no,1,10,10,7,10,FALSE
2169,12,yes,1,8,9,9,10,FALSE
2169,13,no,1,10,10,9,10,FALSE
2169,13,yes,1,9,9,9,10,FALSE
2169,14,no,1,10,10,9,10,FALSE
2169,14,yes,1,9,9,10,10,FALSE
2169,15,no,1,10,10,8,10,FALSE
2169,15,yes,1,9,9,5,10,FALSE
2169,15,yes,2,10,10,9,10,FALSE
2169,16,no,1,10,10,6,10,FALSE
2169,16,no,2,9,10,10,10,FALSE
2169,16,yes,1,7,9,10,10,FALSE
2169,17,no,1,9,10,4,10,FALSE
2169,17,no,2,10,10,8,10,FALSE
2169,17,yes,1,9,9,6,10,FALSE
2169,17,yes,2,10,10,9,10,FALSE
2169,18,no,1,10,10,8,10,FALSE
2169,18,yes,1,8,9,9,10,FALSE
2169,retest,no,1,10,10,3,10,FALSE
2169,retest,no,2,10,10,4,10,FALSE
2169,retest,no,3,9,10,7,10,FALSE
2169,retest,no,4,9,10,10,10,FALSE
