mouse,op,rev,block,hit,p.trials,cr,n.trials,exclude
2182,0,no,1,10,10,0,10,FALSE
2182,0,no,2,9,10,2,10,FALSE
2182,0,no,3,9,10,5,10,FALSE
2182,0,no,4,0,3,2,2,FALSE
2182,0,no,5,10,10,5,10,FALSE
2182,0,no,6,9,10,1,10,FALSE
2182,0,no,7,10,10,4,10,FALSE
2182,0,no,8,8,8,1,7,FALSE
2182,0,no,9,9,10,5,10,FALSE
2182,0,no,10,5,6,3,4,FALSE
2182,0,no,11,7,10,9,10,FALSE
2182,0,no,12,4,5,2,3,FALSE
2182,0,no,13,10,10,7,10,FALSE
2182,1,no,1,10,10,2,10,FALSE
2182,1,no,2,8,10,7,10,FALSE
2182,1,no,3,0,1,0,0,FALSE
2182,1,no,4,10,10,6,10,FALSE
2182,1,no,5,9,10,9,10,FALSE
2182,1,yes,1,1,9,1,10,FALSE
2182,1,yes,2,0,10,3,10,FALSE
2182,1,yes,3,0,5,3,4,FALSE
2182,1,yes,4,0,9,7,10,FALSE
2182,1,yes,5,0,5,5,5,FALSE
2182,1,yes,6,4,9,3,10,FALSE
2182,1,yes,7,10,10,0,10,FALSE
2182,1,yes,8,8,10,2,10,FALSE
2182,1,yes,9,10,10,8,10,FALSE
2182,2,no,1,10,10,3,10,FALSE
2182,2,no,2,10,10,10,10,FALSE
2182,2,yes,1,0,9,1,10,FALSE
2182,2,yes,2,0,10,3,10,FALSE
2182,2,yes,3,0,4,2,2,FALSE
2182,2,yes,4,0,9,10,10,FALSE
2182,2,yes,5,0,10,10,10,FALSE
2182,2,yes,6,0,2,1,1,FALSE
2182,2,yes,7,0,9,3,10,FALSE
2182,2,yes,8,0,2,2,2,FALSE
2182,2,yes,9,1,9,5,10,FALSE
2182,2,yes,10,0,1,1,1,FALSE
2182,2,yes,11,8,9,0,10,FALSE
2182,2,yes,12,9,10,1,10,FALSE
2182,2,yes,13,9,10,2,10,FALSE
2182,2,yes,14,10,10,5,10,FALSE
2182,2,yes,15,9,10,7,10,FALSE
2182,2,yes,16,1,2,1,1,FALSE
2182,2,yes,17,9,9,2,10,FALSE
2182,2,yes,18,10,10,5,10,FALSE
2182,2,yes,19,10,10,10,10,FALSE
2182,3,no,1,9,10,7,10,FALSE
2182,3,no,2,10,10,7,10,FALSE
2182,3,yes,1,0,9,1,10,FALSE
2182,3,yes,2,0,3,4,5,FALSE
2182,3,yes,3,8,9,4,10,FALSE
2182,3,yes,4,9,10,7,10,FALSE
2182,3,yes,5,10,10,10,10,FALSE
2182,4,no,1,10,10,1,10,FALSE
2182,4,no,2,10,10,5,10,FALSE
2182,4,no,3,10,10,8,10,FALSE
2182,4,yes,1,8,9,1,10,FALSE
2182,4,yes,2,10,10,9,10,FALSE
2182,5,no,1,10,10,9,10,FALSE
2182,5,yes,1,9,9,2,10,FALSE
2182,5,yes,2,10,10,10,10,FALSE
2182,6,no,1,10,10,6,10,FALSE
2182,6,no,2,10,10,10,10,FALSE
2182,6,yes,1,0,9,8,10,FALSE
2182,6,yes,2,0,10,5,10,FALSE
