mouse,op,rev,block,hit,p.trials,cr,n.trials,exclude
2164,0,no,1,10,10,0,10,FALSE
2164,0,no,2,10,10,5,10,FALSE
2164,0,no,3,10,10,7,10,FALSE
2164,1,no,1,10,10,0,10,FALSE
2164,1,no,2,10,10,1,10,FALSE
2164,1,no,3,9,10,5,10,FALSE
2164,1,no,4,10,10,9,10,FALSE
2164,1,yes,1,1,9,0,10,FALSE
2164,1,yes,2,0,10,4,10,FALSE
2164,1,yes,3,0,8,4,6,FALSE
2164,1,yes,4,0,9,7,10,FALSE
2164,1,yes,5,0,6,1,2,FALSE
2164,1,yes,6,0,5,2,5,FALSE
2164,1,yes,7,0,9,9,10,FALSE
2164,1,yes,8,0,1,0,0,FALSE
2164,1,yes,9,9,9,2,10,FALSE
2164,1,yes,10,10,10,1,10,FALSE
2164,1,yes,11,10,10,8,10,FALSE
2164,2,no,1,10,10,3,10,FALSE
2164,2,no,2,10,10,9,10,FALSE
2164,2,yes,1,0,9,1,10,TRUE
2164,2,yes,2,0,5,2,4,TRUE
2164,2,yes,3,0,9,8,10,TRUE
2164,3,no,1,10,10,9,10,FALSE
2164,3,yes,1,8,9,9,10,FALSE
2164,3,yes,1,5,9,3,10,FALSE
2164,3,yes,2,10,10,4,10,FALSE
2164,3,yes,3,10,10,7,10,FALSE
2164,4,no,1,10,10,5,10,TRUE
2164,4,no,2,9,10,7,10,TRUE
2164,4,no,3,4,5,4,5,TRUE
2164,4,yes,1,5,9,3,10,FALSE
2164,4,yes,2,7,10,0,10,FALSE
2164,4,yes,3,8,10,2,10,FALSE
2164,4,yes,4,10,10,2,10,FALSE
2164,4,yes,5,8,10,2,10,FALSE
2164,4,yes,6,2,2,0,1,FALSE
2164,4,yes,7,9,9,0,10,FALSE
2164,4,yes,8,10,10,0,10,FALSE
2164,4,yes,9,10,10,0,10,FALSE
2164,4,yes,10,10,10,5,10,FALSE
2164,4,yes,11,1,4,0,3,FALSE
2164,4,yes,12,9,9,0,10,FALSE
2164,4,yes,13,10,10,1,10,FALSE
2164,4,yes,14,10,10,4,10,FALSE
2164,4,yes,15,10,10,7,10,FALSE
2164,5,no,1,7,10,4,10,FALSE
2164,5,no,2,7,10,6,10,FALSE
2164,5,no,3,6,10,7,10,FALSE
2164,5,no,4,4,10,6,10,FALSE
2164,5,no,5,5,10,8,10,FALSE
2164,5,no,6,9,10,8,10,FALSE
2164,5,yes,1,5,9,5,10,FALSE
2164,5,yes,2,3,10,10,10,FALSE
2164,5,yes,3,3,10,10,10,FALSE
2164,5,yes,4,1,10,9,10,FALSE
2164,5,yes,5,4,10,9,10,FALSE
2164,5,yes,6,6,10,9,10,FALSE
2164,5,yes,7,2,3,2,3,FALSE
2164,5,yes,8,4,9,6,10,FALSE
2164,5,yes,9,3,10,8,10,FALSE
2164,5,yes,10,2,10,10,10,FALSE
2164,5,yes,11,3,10,10,10,FALSE
2164,5,yes,12,6,10,8,10,FALSE
2164,5,yes,13,5,6,3,5,FALSE
2164,5,yes,14,9,9,8,10,FALSE
2164,6,no,1,10,10,7,10,FALSE
2164,6,yes,1,9,9,0,10,FALSE
2164,6,yes,2,10,10,1,10,FALSE
2164,6,yes,3,10,10,3,10,FALSE
2164,6,yes,4,10,10,9,10,FALSE
2164,7,no,1,10,10,8,10,FALSE
2164,7,yes,1,9,9,1,10,FALSE
2164,7,yes,2,10,10,7,10,FALSE
2164,8,no,1,10,10,3,10,FALSE
2164,8,no,2,10,10,9,10,FALSE
2164,8,yes,1,9,9,0,10,FALSE
2164,8,yes,2,10,10,4,10,FALSE
2164,8,yes,3,10,10,6,10,FALSE
2164,8,yes,4,10,10,8,10,FALSE
2164,9,no,1,10,10,7,10,FALSE
2164,9,yes,1,9,9,3,10,FALSE
2164,9,yes,2,10,10,7,10,FALSE
2164,10,no,1,10,10,7,10,FALSE
2164,10,yes,1,9,9,7,10,FALSE
2164,11,no,1,10,10,7,10,FALSE
2164,11,yes,1,9,9,8,10,FALSE
2164,12,no,1,10,10,8,10,FALSE
2164,12,yes,1,6,9,3,10,FALSE
2164,12,yes,2,10,10,5,10,FALSE
2164,12,yes,3,10,10,5,10,FALSE
2164,12,yes,4,10,10,8,10,FALSE
2164,13,no,1,10,10,2,10,FALSE
2164,13,no,2,10,10,8,10,FALSE
2164,13,yes,1,9,9,9,10,FALSE
2164,14,no,1,10,10,6,10,FALSE
2164,14,no,2,10,10,9,10,FALSE
2164,14,yes,1,9,9,7,10,FALSE
2164,15,no,1,10,10,5,10,FALSE
2164,15,no,2,10,10,8,10,FALSE
2164,15,yes,1,9,9,8,10,FALSE
2164,16,no,1,10,10,6,10,FALSE
2164,16,no,2,10,10,10,10,FALSE
2164,16,yes,1,9,9,2,10,FALSE
2164,16,yes,2,10,10,6,10,FALSE
2164,16,yes,3,10,10,7,10,FALSE
2164,17,no,1,10,10,9,10,FALSE
2164,17,yes,1,9,9,2,10,FALSE
2164,17,yes,2,10,10,10,10,FALSE
2164,18,no,1,10,10,9,10,FALSE
2164,18,yes,1,9,9,10,10,FALSE
2164,retest,no,1,10,10,0,10,FALSE
2164,retest,no,2,10,10,0,10,FALSE
2164,retest,no,3,10,10,1,10,FALSE
2164,retest,no,4,10,10,4,10,FALSE
2164,retest,no,5,10,10,7,10,FALSE
