mouse,op,rev,block,hit,p.trials,cr,n.trials,exclude
1871,0,no,1,10,10,3,10,FALSE
1871,0,no,2,1,2,2,2,FALSE
1871,0,no,3,10,10,3,10,FALSE
1871,0,no,4,10,10,5,10,FALSE
1871,0,no,5,10,10,8,10,FALSE
1871,1,no,1,10,10,0,10,FALSE
1871,1,no,2,10,10,0,10,FALSE
1871,1,no,3,10,10,5,10,FALSE
1871,1,no,4,1,2,0,0,FALSE
1871,1,no,5,10,10,4,10,FALSE
1871,1,no,6,9,10,7,10,FALSE
1871,1,no,7,8,10,10,10,FALSE
1871,1,yes,1,0,8,1,10,FALSE
1871,1,yes,2,0,9,1,10,FALSE
1871,1,yes,3,0,6,0,6,FALSE
1871,1,yes,4,8,9,0,10,FALSE
1871,1,yes,5,10,10,0,10,FALSE
1871,1,yes,6,10,10,0,10,FALSE
1871,1,yes,7,10,10,2,10,FALSE
1871,1,yes,8,10,10,2,10,FALSE
1871,1,yes,9,9,10,5,10,FALSE
1871,1,yes,10,8,9,4,10,FALSE
1871,1,yes,11,10,10,8,10,FALSE
1871,2,no,1,10,10,3,10,FALSE
1871,2,no,2,10,10,10,10,FALSE
1871,2,yes,1,1,9,0,10,FALSE
1871,2,yes,2,0,8,4,7,FALSE
1871,2,yes,3,1,9,4,10,FALSE
1871,2,yes,4,8,10,1,10,FALSE
1871,2,yes,5,10,10,1,10,FALSE
1871,2,yes,6,8,10,7,10,FALSE
1871,2,yes,7,2,4,5,5,FALSE
1871,2,yes,8,8,9,5,10,FALSE
1871,2,yes,9,10,10,9,10,FALSE
1871,3,no,1,10,10,2,10,FALSE
1871,3,no,2,10,10,9,10,FALSE
1871,3,yes,1,7,9,1,10,FALSE
1871,3,yes,2,10,10,7,10,FALSE
1871,4,no,1,10,10,0,10,FALSE
1871,4,no,2,10,10,6,10,FALSE
1871,4,no,3,10,10,7,10,FALSE
1871,4,yes,1,9,9,6,10,FALSE
1871,4,yes,2,10,10,7,10,FALSE
1871,5,no,1,10,10,4,10,FALSE
1871,5,no,2,10,10,7,10,FALSE
1871,5,yes,1,8,9,2,10,FALSE
1871,5,yes,2,10,10,6,10,FALSE
1871,5,yes,3,10,10,10,10,FALSE
1871,6,no,1,10,10,7,10,FALSE
1871,6,yes,1,9,9,4,10,FALSE
1871,6,yes,2,10,10,8,10,FALSE
1871,7,no,1,10,10,3,10,FALSE
1871,7,no,2,10,10,6,10,FALSE
1871,7,no,3,10,10,7,10,FALSE
1871,7,yes,1,8,9,4,10,FALSE
1871,7,yes,2,10,10,10,10,FALSE
1871,8,no,1,10,10,7,10,FALSE
1871,8,yes,1,9,9,7,10,FALSE
1871,9,no,1,10,10,7,10,FALSE
1871,9,yes,1,9,9,8,10,FALSE
1871,10,no,1,10,10,8,10,FALSE
1871,10,yes,1,8,9,5,10,FALSE
1871,10,yes,2,10,10,9,10,FALSE
1871,11,no,1,10,10,7,10,FALSE
1871,11,yes,1,1,2,1,1,FALSE
