mouse,op,rev,block,hit,p.trials,cr,n.trials,exclude
2187,0,no,1,7,10,0,10,FALSE
2187,0,no,2,10,10,1,10,FALSE
2187,0,no,3,9,10,5,10,FALSE
2187,0,no,4,9,10,10,10,FALSE
2187,1,no,1,9,10,2,10,FALSE
2187,1,no,2,5,10,4,10,FALSE
2187,1,no,3,3,10,10,10,FALSE
2187,1,no,4,3,10,4,10,FALSE
2187,1,no,5,5,10,4,10,FALSE
2187,1,no,6,6,10,7,10,FALSE
2187,1,no,7,8,10,3,10,FALSE
2187,1,no,8,9,10,7,10,FALSE
2187,1,no,9,8,10,9,10,FALSE
2187,1,yes,1,6,9,1,10,FALSE
2187,1,yes,2,3,10,7,10,FALSE
2187,1,yes,3,2,10,10,10,FALSE
2187,1,yes,4,1,10,9,10,FALSE
2187,1,yes,5,5,10,1,10,FALSE
2187,1,yes,6,8,10,2,10,FALSE
2187,1,yes,7,2,10,5,10,FALSE
2187,1,yes,8,7,10,6,10,FALSE
2187,1,yes,9,7,10,6,10,FALSE
2187,1,yes,10,10,10,7,10,FALSE
2187,2,no,1,10,10,4,10,FALSE
2187,2,no,2,7,10,8,10,FALSE
2187,2,no,3,2,10,10,10,FALSE
2187,2,no,4,2,10,10,10,FALSE
2187,2,no,5,3,10,9,10,FALSE
2187,2,no,6,5,10,10,10,FALSE
2187,2,no,7,9,10,10,10,FALSE
2187,2,yes,1,2,9,0,10,FALSE
2187,2,yes,2,0,10,7,10,FALSE
2187,2,yes,3,0,10,6,10,FALSE
2187,2,yes,4,0,6,7,7,FALSE
2187,2,yes,5,0,9,3,10,FALSE
2187,2,yes,6,0,10,10,10,FALSE
2187,2,yes,7,0,7,6,6,FALSE
2187,2,yes,8,3,9,3,10,FALSE
2187,2,yes,9,7,10,1,10,FALSE
2187,2,yes,10,4,10,5,10,FALSE
2187,2,yes,11,5,10,7,10,FALSE
2187,2,yes,12,3,10,10,10,FALSE
2187,2,yes,13,7,10,5,10,FALSE
2187,2,yes,14,10,10,7,10,FALSE
2187,3,no,1,10,10,0,10,FALSE
2187,3,no,2,9,10,5,10,FALSE
2187,3,no,3,5,10,8,10,FALSE
2187,3,no,4,4,10,10,10,FALSE
2187,3,no,5,4,10,9,10,FALSE
2187,3,no,6,6,10,10,10,FALSE
2187,3,no,7,7,10,9,10,FALSE
2187,3,no,8,8,10,10,10,FALSE
2187,3,yes,1,1,9,0,10,FALSE
2187,3,yes,2,0,10,2,10,FALSE
2187,3,yes,3,0,10,2,10,FALSE
2187,3,yes,4,9,10,1,10,FALSE
