mouse,op,rev,block,hit,p.trials,cr,n.trials,exclude
1870,0,no,1,1,2,0,0,FALSE
1870,0,no,2,5,9,2,8,FALSE
1870,0,no,3,5,5,2,5,FALSE
1870,0,no,4,5,5,1,5,FALSE
1870,0,no,5,10,10,2,10,FALSE
1870,0,no,6,10,10,3,10,FALSE
1870,0,no,7,1,2,0,0,FALSE
1870,0,no,8,10,10,7,10,FALSE
1870,1,no,1,10,10,0,10,FALSE
1870,1,no,2,10,10,0,10,FALSE
1870,1,no,3,3,3,0,3,FALSE
1870,1,no,4,10,10,3,10,FALSE
1870,1,no,5,10,10,5,10,FALSE
1870,1,no,6,8,9,5,6,FALSE
1870,1,no,7,10,10,10,10,FALSE
1870,1,yes,1,1,9,1,10,FALSE
1870,1,yes,2,0,1,0,0,FALSE
1870,1,yes,3,0,4,3,4,FALSE
1870,1,yes,4,1,4,3,5,FALSE
1870,1,yes,5,8,9,1,10,FALSE
1870,1,yes,6,8,9,2,8,FALSE
1870,1,yes,7,3,6,3,6,FALSE
1870,1,yes,8,9,9,1,10,FALSE
1870,1,yes,9,9,9,0,10,FALSE
1870,1,yes,10,10,10,6,10,FALSE
1870,1,yes,11,10,10,9,10,FALSE
1870,2,no,1,10,10,0,10,FALSE
1870,2,no,2,10,10,2,10,FALSE
1870,2,no,3,9,10,10,10,FALSE
1870,2,yes,1,8,9,0,10,FALSE
1870,2,yes,2,10,10,0,10,FALSE
1870,2,yes,3,10,10,1,10,FALSE
1870,2,yes,4,10,10,5,10,FALSE
1870,2,yes,5,10,10,6,10,FALSE
1870,2,yes,6,1,1,1,1,FALSE
1870,2,yes,7,9,9,6,10,FALSE
1870,2,yes,8,10,10,7,10,FALSE
1870,3,no,1,10,10,5,10,FALSE
1870,3,no,2,10,10,10,10,FALSE
1870,3,yes,1,6,9,0,10,FALSE
1870,3,yes,2,10,10,0,10,FALSE
1870,3,yes,3,10,10,2,10,FALSE
1870,3,yes,4,10,10,2,10,FALSE
1870,3,yes,5,10,10,8,10,FALSE
1870,4,no,1,10,10,0,10,FALSE
1870,4,no,2,10,10,1,10,FALSE
1870,4,no,3,10,10,4,10,FALSE
1870,4,no,4,10,10,9,10,FALSE
1870,4,yes,1,8,9,0,10,FALSE
1870,4,yes,2,10,10,1,10,FALSE
1870,4,yes,3,10,10,4,10,FALSE
1870,4,yes,4,10,10,7,10,FALSE
1870,5,no,1,10,10,2,10,FALSE
1870,5,no,2,10,10,10,10,FALSE
1870,5,yes,1,8,9,5,10,FALSE
1870,5,yes,2,10,10,5,10,FALSE
1870,5,yes,3,10,10,8,10,FALSE
1870,6,no,1,10,10,6,10,FALSE
1870,6,no,2,10,10,10,10,FALSE
1870,6,yes,1,9,9,2,10,FALSE
1870,6,yes,2,10,10,8,10,FALSE
1870,7,no,1,10,10,5,10,FALSE
1870,7,no,2,10,10,9,10,FALSE
1870,7,yes,1,8,9,6,10,FALSE
1870,7,yes,2,10,10,7,10,FALSE
1870,8,no,1,10,10,7,10,FALSE
1870,8,yes,1,8,9,3,10,FALSE
1870,8,yes,2,10,10,6,10,FALSE
1870,8,yes,3,10,10,4,10,FALSE
1870,8,yes,4,10,10,7,10,FALSE
1870,9,no,1,10,10,7,10,FALSE
1870,9,yes,1,8,9,6,10,FALSE
1870,9,yes,2,10,10,8,10,FALSE
1870,10,no,1,10,10,6,10,FALSE
1870,10,no,2,10,10,9,10,FALSE
1870,10,yes,1,9,9,2,10,FALSE
1870,10,yes,2,10,10,9,10,FALSE
1870,11,no,1,10,10,6,10,FALSE
1870,11,no,2,10,10,8,10,FALSE
1870,11,yes,1,8,9,7,10,FALSE
1870,11,yes,2,9,10,9,10,FALSE
1870,12,no,1,10,10,8,10,FALSE
1870,12,yes,1,8,9,7,10,FALSE
1870,12,yes,2,10,10,9,10,FALSE
1870,13,no,1,10,10,5,10,FALSE
1870,13,no,2,10,10,10,10,FALSE
1870,13,yes,1,8,9,8,10,FALSE
1870,14,no,1,10,10,7,10,FALSE
1870,14,yes,1,9,9,9,10,FALSE
1870,15,no,1,10,10,9,10,FALSE
1870,15,yes,1,9,9,6,10,FALSE
1870,15,yes,2,9,10,10,10,FALSE
1870,16,no,1,10,10,4,10,FALSE
1870,16,no,2,10,10,9,10,FALSE
1870,16,yes,1,9,9,7,10,FALSE
1870,17,no,1,1,9,9,10,FALSE
1870,17,no,2,1,6,5,5,FALSE
1870,17,no,3,5,10,6,10,FALSE
1870,17,no,4,4,8,8,10,FALSE
1870,17,no,5,10,10,6,10,FALSE
1870,17,no,6,10,10,9,10,FALSE
1870,17,yes,1,8,9,7,10,FALSE
1870,17,yes,2,10,10,6,10,FALSE
1870,17,yes,3,10,10,7,10,FALSE
1870,18,no,1,10,10,7,10,FALSE
1870,18,yes,2,10,10,5,10,FALSE
1870,18,yes,3,10,10,9,10,FALSE
