mouse,op,rev,block,hit,p.trials,cr,n.trials,exclude
1862,0,no,1,10,10,0,10,FALSE
1862,0,no,2,10,10,5,10,FALSE
1862,0,no,3,10,10,7,10,FALSE
1862,1,no,1,10,10,0,10,FALSE
1862,1,no,2,10,10,0,10,FALSE
1862,1,no,3,10,10,3,10,FALSE
1862,1,no,4,10,10,6,10,FALSE
1862,1,no,5,10,10,9,10,FALSE
1862,1,yes,1,9,9,0,10,FALSE
1862,1,yes,2,10,10,0,10,FALSE
1862,1,yes,3,10,10,0,10,FALSE
1862,1,yes,4,10,10,1,10,FALSE
1862,1,yes,5,10,10,0,10,FALSE
1862,1,yes,6,10,10,2,10,FALSE
1862,1,yes,7,10,10,8,10,FALSE
1862,2,no,1,10,10,0,10,FALSE
1862,2,no,2,10,10,2,10,FALSE
1862,2,no,3,10,10,5,10,FALSE
1862,2,no,4,10,10,8,10,FALSE
1862,2,yes,1,8,9,0,10,FALSE
1862,2,yes,2,10,10,0,10,FALSE
1862,2,yes,3,10,10,0,10,FALSE
1862,2,yes,4,10,10,4,10,FALSE
1862,2,yes,5,10,10,8,10,FALSE
1862,3,no,1,10,10,0,10,FALSE
1862,3,no,2,10,10,3,10,FALSE
1862,3,no,3,10,10,5,10,FALSE
1862,3,no,4,10,10,6,10,FALSE
1862,3,no,5,10,10,10,10,FALSE
1862,3,yes,1,9,9,2,10,FALSE
1862,3,yes,2,10,10,10,10,FALSE
1862,4,no,1,10,10,2,10,FALSE
1862,4,no,2,10,10,9,10,FALSE
1862,4,yes,1,9,9,2,10,FALSE
1862,4,yes,2,10,10,10,10,FALSE
1862,5,no,1,10,10,6,10,FALSE
1862,5,no,2,9,10,10,10,FALSE
1862,5,yes,1,9,9,4,10,FALSE
1862,5,yes,2,10,10,7,10,FALSE
1862,6,no,1,5,10,2,10,FALSE
1862,6,no,2,3,10,4,10,FALSE
1862,6,no,3,10,10,6,10,FALSE
1862,6,no,4,10,10,10,10,FALSE
1862,6,yes,1,9,9,4,10,FALSE
1862,6,yes,2,10,10,7,10,FALSE
1862,7,no,1,10,10,2,10,FALSE
1862,7,no,2,10,10,9,10,FALSE
1862,7,yes,1,9,9,9,10,FALSE
1862,8,no,1,10,10,2,10,FALSE
1862,8,no,2,10,10,8,10,FALSE
1862,8,yes,1,9,9,5,10,FALSE
1862,8,yes,2,10,10,10,10,FALSE
1862,9,no,1,10,10,6,10,FALSE
1862,9,no,2,10,10,10,10,FALSE
1862,9,yes,1,9,9,3,10,FALSE
1862,9,yes,2,10,10,10,10,FALSE
1862,10,no,1,10,10,8,10,FALSE
1862,10,yes,1,9,9,4,10,FALSE
1862,10,yes,2,10,10,10,10,FALSE
1862,11,no,1,10,10,8,10,FALSE
1862,11,yes,1,9,9,9,10,FALSE
1862,12,no,1,10,10,7,10,FALSE
1862,12,yes,1,9,9,7,10,FALSE
1862,13,no,1,10,10,4,10,FALSE
1862,13,no,2,10,10,10,10,FALSE
1862,13,yes,1,9,9,8,10,FALSE
1862,14,no,1,10,10,5,10,FALSE
1862,14,no,2,10,10,7,10,FALSE
1862,14,yes,1,9,9,3,10,FALSE
1862,14,yes,2,10,10,8,10,FALSE
1862,15,no,1,10,10,6,10,FALSE
1862,15,no,2,10,10,9,10,FALSE
1862,15,yes,1,9,9,7,10,FALSE
1862,16,no,1,10,10,5,10,FALSE
1862,16,no,2,10,10,10,10,FALSE
1862,16,yes,1,9,9,4,10,FALSE
1862,16,yes,2,10,10,10,10,FALSE
1862,17,no,1,10,10,6,10,FALSE
1862,17,no,2,10,10,6,10,FALSE
1862,17,no,3,10,10,9,10,FALSE
1862,17,yes,1,9,9,6,10,FALSE
1862,17,yes,2,10,10,10,10,FALSE
1862,18,no,1,10,10,7,10,FALSE
1862,18,yes,1,9,9,8,10,FALSE
