mouse,op,rev,block,hit,p.trials,cr,n.trials,exclude
2183,0,no,1,10,10,1,10,FALSE
2183,0,no,2,10,10,3,10,FALSE
2183,0,no,3,10,10,7,10,FALSE
2183,1,no,1,10,10,0,10,FALSE
2183,1,no,2,10,10,0,10,FALSE
2183,1,no,3,10,10,5,10,FALSE
2183,1,no,4,9,10,10,10,FALSE
2183,1,yes,1,3,9,1,10,FALSE
2183,1,yes,2,0,6,4,6,FALSE
2183,1,yes,3,0,5,2,5,FALSE
2183,1,yes,4,1,5,5,6,FALSE
2183,1,yes,5,5,9,4,10,FALSE
2183,1,yes,6,9,10,2,10,FALSE
2183,1,yes,7,10,10,0,10,FALSE
2183,1,yes,8,10,10,5,10,FALSE
2183,1,yes,9,9,10,8,10,FALSE
2183,2,no,1,10,10,0,10,FALSE
2183,2,no,2,9,10,3,10,FALSE
2183,2,no,3,10,10,9,10,FALSE
2183,2,yes,1,9,9,0,10,FALSE
2183,2,yes,2,10,10,0,10,FALSE
2183,2,yes,3,10,10,9,10,FALSE
2183,3,no,1,10,10,3,10,FALSE
2183,3,no,2,10,10,9,10,FALSE
2183,3,yes,1,2,9,1,10,FALSE
2183,3,yes,2,0,10,8,10,FALSE
2183,3,yes,3,0,8,7,7,FALSE
2183,3,yes,4,6,9,2,10,FALSE
2183,3,yes,5,10,10,4,10,FALSE
2183,3,yes,6,10,10,10,10,FALSE
2183,4,no,1,10,10,4,10,FALSE
2183,4,no,2,10,10,9,10,FALSE
2183,4,yes,1,1,9,2,10,FALSE
2183,4,yes,2,0,4,1,4,FALSE
2183,4,yes,3,1,9,8,8,FALSE
2183,4,yes,4,0,9,6,10,FALSE
2183,4,yes,5,0,3,1,1,FALSE
2183,4,yes,6,5,9,2,10,FALSE
2183,4,yes,7,3,10,6,10,FALSE
2183,4,yes,8,0,10,10,10,FALSE
2183,4,yes,9,0,4,3,3,FALSE
2183,4,yes,10,4,10,6,10,FALSE
2183,4,yes,11,8,10,1,10,FALSE
2183,4,yes,12,5,9,7,10,FALSE
2183,4,yes,13,5,9,6,10,FALSE
2183,4,yes,14,10,10,9,10,FALSE
2183,5,no,1,8,10,9,10,FALSE
2183,5,yes,1,7,9,3,10,FALSE
2183,5,yes,2,1,2,1,2,FALSE
2183,5,yes,3,8,9,5,10,FALSE
2183,5,yes,4,3,4,2,2,FALSE
2183,5,yes,5,8,9,7,10,FALSE
2183,5,yes,6,1,2,3,3,FALSE
2183,5,yes,7,8,9,6,10,FALSE
2183,5,yes,8,3,3,2,2,FALSE
2183,5,yes,9,9,9,7,10,FALSE
2183,6,no,1,10,10,2,10,FALSE
2183,6,no,2,10,10,10,10,FALSE
