mouse,op,rev,block,hit,p.trials,cr,n.trials,exclude
1854,9,no,1,10,10,4,10,FALSE
1854,9,no,2,10,10,7,10,FALSE
1854,9,yes,1,9,9,1,10,FALSE
1854,9,yes,2,10,10,6,10,FALSE
1854,9,yes,3,10,10,4,10,FALSE
1854,9,yes,4,10,10,8,10,FALSE
1854,10,no,1,10,10,6,10,FALSE
1854,10,no,2,10,10,9,10,FALSE
1854,10,yes,1,9,9,3,10,FALSE
1854,10,yes,2,10,10,6,10,FALSE
1854,10,yes,3,10,10,9,10,FALSE
1854,11,no,1,10,10,3,10,FALSE
1854,11,no,2,10,10,7,10,FALSE
1854,11,yes,1,9,9,4,10,FALSE
1854,11,yes,2,10,10,8,10,FALSE
1854,12,no,1,10,10,5,10,FALSE
1854,12,no,2,10,10,10,10,FALSE
1854,12,yes,1,8,9,4,10,FALSE
1854,12,yes,2,10,10,10,10,FALSE
1854,13,no,1,10,10,5,10,FALSE
1854,13,no,2,10,10,7,10,FALSE
1854,13,yes,1,9,9,5,10,FALSE
1854,13,yes,2,10,10,9,10,FALSE
1854,14,no,1,10,10,6,10,FALSE
1854,14,no,2,10,10,6,10,FALSE
1854,14,no,3,10,10,10,10,FALSE
1854,14,yes,1,9,9,7,10,FALSE
1854,15,no,1,10,10,6,10,FALSE
1854,15,no,2,10,10,10,10,FALSE
1854,15,yes,1,9,9,4,10,FALSE
1854,15,yes,2,10,10,9,10,FALSE
1854,16,no,1,10,10,3,10,FALSE
1854,16,no,2,10,10,9,10,FALSE
1854,16,yes,1,8,9,5,10,FALSE
1854,16,yes,2,10,10,8,10,FALSE
1854,17,no,1,10,10,9,10,FALSE
1854,17,yes,1,8,9,8,10,FALSE
1854,18,no,1,10,10,6,10,FALSE
1854,18,no,2,10,10,9,10,FALSE
1854,18,yes,1,9,9,8,10,FALSE
