mouse,op,rev,block,hit,p.trials,cr,n.trials,exclude
2145,0,no,1,10,10,0,10,FALSE
2145,0,no,2,10,10,4,10,FALSE
2145,0,no,3,10,10,7,10,FALSE
2145,1,no,1,10,10,0,10,FALSE
2145,1,no,2,9,10,4,10,FALSE
2145,1,no,3,9,10,9,10,FALSE
2145,1,yes,1,0,9,2,10,FALSE
2145,1,yes,2,5,10,2,10,FALSE
2145,1,yes,3,10,10,0,10,FALSE
2145,1,yes,4,10,10,0,10,FALSE
2145,1,yes,5,10,10,3,10,FALSE
2145,1,yes,6,10,10,7,10,FALSE
2145,2,no,1,10,10,0,10,FALSE
2145,2,no,2,10,10,2,10,FALSE
2145,2,no,3,10,10,0,10,FALSE
2145,2,no,4,10,10,3,10,FALSE
2145,2,no,5,10,10,7,10,FALSE
2145,2,yes,1,8,9,0,10,FALSE
2145,2,yes,2,10,10,0,10,FALSE
2145,2,yes,3,10,10,4,10,FALSE
2145,2,yes,4,10,10,7,10,FALSE
2145,3,no,1,10,10,0,10,FALSE
2145,3,no,2,10,10,3,10,FALSE
2145,3,no,3,10,10,4,10,FALSE
2145,3,no,4,10,10,7,10,FALSE
2145,3,yes,1,9,9,2,10,FALSE
2145,3,yes,2,10,10,9,10,FALSE
2145,4,no,1,10,10,3,10,FALSE
2145,4,no,2,10,10,5,10,FALSE
2145,4,no,3,10,10,9,10,FALSE
2145,4,yes,1,9,9,4,10,FALSE
2145,4,yes,2,10,10,8,10,FALSE
2145,5,no,1,10,10,5,10,FALSE
2145,5,no,2,10,10,6,10,FALSE
2145,5,no,3,10,10,7,10,FALSE
2145,5,yes,1,9,9,4,10,FALSE
2145,5,yes,2,10,10,7,10,FALSE
2145,6,no,1,10,10,6,10,FALSE
2145,6,no,2,10,10,7,10,FALSE
2145,6,yes,1,9,9,8,10,FALSE
2145,7,no,1,10,10,4,10,FALSE
2145,7,no,2,10,10,10,10,FALSE
2145,7,yes,1,9,9,9,10,FALSE
2145,8,no,1,10,10,7,10,FALSE
2145,8,yes,1,9,9,6,10,FALSE
2145,8,yes,2,10,10,9,10,FALSE
2145,9,no,1,10,10,9,10,FALSE
2145,9,yes,1,9,9,9,10,FALSE
2145,10,no,1,10,10,9,10,FALSE
2145,10,yes,1,9,9,5,10,FALSE
2145,10,yes,2,10,10,9,10,FALSE
2145,11,no,1,10,10,6,10,FALSE
2145,11,no,2,10,10,9,10,FALSE
2145,11,yes,1,9,9,8,10,FALSE
2145,12,no,1,10,10,10,10,FALSE
2145,12,yes,1,2,9,7,10,FALSE
2145,12,yes,2,10,10,7,10,FALSE
2145,13,no,1,10,10,6,10,FALSE
2145,13,no,2,10,10,7,10,FALSE
2145,13,yes,1,9,9,9,10,FALSE
2145,14,no,1,10,10,7,10,FALSE
2145,14,yes,1,9,9,10,10,FALSE
2145,15,no,1,4,10,6,10,FALSE
2145,15,no,2,10,10,9,10,FALSE
2145,15,yes,1,9,9,4,10,FALSE
2145,15,yes,2,10,10,8,10,FALSE
2145,16,no,1,10,10,6,10,FALSE
2145,16,no,2,10,10,10,10,FALSE
2145,16,yes,1,9,9,10,10,FALSE
2145,17,no,1,10,10,10,10,FALSE
2145,17,yes,1,9,9,7,10,FALSE
2145,18,no,1,2,10,8,10,TRUE
2145,18,no,2,3,10,8,10,TRUE
2145,18,no,3,2,10,8,10,TRUE
2145,18,no,4,4,10,6,10,TRUE
2145,18,no,5,7,10,2,10,TRUE
2145,18,no,6,9,10,3,10,TRUE
2145,18,no,7,10,10,0,10,TRUE
2145,18,no,8,10,10,4,10,TRUE
2145,18,no,9,10,10,5,10,TRUE
2145,18,no,10,10,10,7,10,TRUE
2145,18,yes,1,8,9,2,10,TRUE
2145,18,yes,2,10,10,5,10,TRUE
2145,18,yes,3,9,10,7,10,TRUE
2145,18,yes,4,10,10,6,10,TRUE
2145,18,yes,5,10,10,7,10,TRUE
