mouse,op,rev,block,hit,p.trials,cr,n.trials,exclude
2106,0,no,1,10,10,2,10,FALSE
2106,0,no,2,10,10,4,10,FALSE
2106,0,no,3,2,3,1,4,FALSE
2106,0,no,4,9,10,5,10,FALSE
2106,0,no,5,6,6,3,4,FALSE
2106,0,no,6,10,10,4,10,FALSE
2106,0,no,7,10,10,7,10,FALSE
2106,1,no,1,5,10,3,10,FALSE
2106,1,no,2,10,10,8,10,FALSE
2106,1,yes,1,2,9,0,10,FALSE
2106,1,yes,2,0,10,3,10,FALSE
2106,1,yes,3,0,9,2,9,FALSE
2106,1,yes,4,0,9,8,10,FALSE
2106,1,yes,5,1,1,0,0,FALSE
2106,1,yes,6,1,9,5,10,FALSE
2106,1,yes,7,0,5,1,3,FALSE
2106,1,yes,8,5,9,4,10,FALSE
2106,1,yes,9,9,10,0,10,FALSE
2106,1,yes,10,10,10,1,10,FALSE
2106,1,yes,11,8,10,7,10,FALSE
2106,1,yes,12,10,10,9,10,FALSE
2106,2,no,1,10,10,6,10,FALSE
2106,2,no,2,10,10,9,10,FALSE
2106,2,yes,1,9,9,0,10,FALSE
2106,2,yes,2,10,10,0,10,FALSE
2106,2,yes,3,10,10,0,10,FALSE
2106,2,yes,4,10,10,6,10,FALSE
2106,2,yes,5,10,10,4,10,FALSE
2106,2,yes,6,10,10,7,10,FALSE
2106,3,no,1,10,10,4,10,FALSE
2106,3,no,2,10,10,9,10,FALSE
2106,3,yes,1,4,9,3,10,FALSE
2106,3,yes,2,9,10,2,10,FALSE
2106,3,yes,3,9,10,6,10,FALSE
2106,3,yes,4,10,10,8,10,FALSE
2106,4,no,1,9,10,0,10,FALSE
2106,4,no,2,10,10,7,10,FALSE
2106,4,yes,1,8,9,0,10,FALSE
2106,4,yes,2,10,10,1,10,FALSE
2106,4,yes,3,9,10,7,10,FALSE
2106,4,yes,4,10,10,9,10,FALSE
2106,5,no,1,10,10,8,10,FALSE
2106,5,yes,1,8,9,4,10,FALSE
2106,5,yes,2,10,10,7,10,FALSE
2106,6,no,1,10,10,3,10,FALSE
2106,6,no,2,10,10,10,10,FALSE
2106,6,yes,1,8,9,7,10,FALSE
2106,6,yes,2,10,10,6,10,FALSE
2106,6,yes,3,10,10,10,10,FALSE
2106,7,no,1,10,10,6,10,FALSE
2106,7,no,2,10,10,8,10,FALSE
2106,7,yes,1,8,9,5,10,FALSE
2106,7,yes,2,10,10,10,10,FALSE
2106,8,no,1,10,10,7,10,FALSE
2106,8,yes,1,8,9,8,10,FALSE
2106,9,no,1,10,10,8,10,FALSE
2106,9,yes,1,8,9,7,10,FALSE
2106,9,yes,2,10,10,8,10,FALSE
2106,10,no,1,10,10,8,10,FALSE
2106,10,yes,1,8,9,8,10,FALSE
2106,11,no,1,10,10,6,10,FALSE
2106,11,no,2,10,10,10,10,FALSE
2106,11,yes,1,9,9,6,10,FALSE
2106,11,yes,2,10,10,10,10,FALSE
2106,12,no,1,10,10,6,10,FALSE
2106,12,no,2,10,10,10,10,FALSE
2106,12,yes,1,8,9,9,10,FALSE
2106,13,no,1,10,10,6,10,FALSE
2106,13,no,2,10,10,10,10,FALSE
2106,13,yes,1,8,9,9,10,FALSE
2106,14,no,1,10,10,7,10,FALSE
2106,14,yes,1,8,9,7,10,FALSE
2106,14,yes,2,10,10,10,10,FALSE
2106,15,no,1,10,10,8,10,FALSE
2106,15,yes,1,9,9,8,10,FALSE
2106,16,no,1,10,10,5,10,FALSE
2106,16,no,2,10,10,9,10,FALSE
2106,16,yes,1,9,9,7,10,FALSE
2106,17,no,1,10,10,7,10,FALSE
2106,17,yes,1,8,9,1,10,FALSE
2106,17,yes,2,10,10,6,10,FALSE
2106,17,yes,3,10,10,10,10,FALSE
2106,18,no,1,10,10,7,10,FALSE
2106,18,yes,1,10,10,8,10,FALSE
2106,retest,no,1,10,10,0,10,FALSE
2106,retest,no,2,10,10,0,10,FALSE
2106,retest,no,3,10,10,4,10,FALSE
2106,retest,no,4,10,10,9,10,FALSE
