mouse,op,rev,block,hit,p.trials,cr,n.trials,exclude
1794,0,no,1,10,10,2,10,FALSE
1794,0,no,2,1,1,2,2,FALSE
1794,0,no,3,10,10,3,10,FALSE
1794,0,no,4,2,4,3,5,FALSE
1794,0,no,5,10,10,7,10,FALSE
1794,1,no,1,10,10,5,10,FALSE
1794,1,no,2,10,10,5,10,FALSE
1794,1,no,3,5,5,4,5,FALSE
1794,1,no,4,10,10,2,10,FALSE
1794,1,no,5,10,10,7,10,FALSE
1794,1,yes,1,0,9,1,10,FALSE
1794,1,yes,2,0,8,2,7,FALSE
1794,1,yes,3,2,9,3,10,FALSE
1794,1,yes,4,0,3,3,3,FALSE
1794,1,yes,5,0,8,4,9,FALSE
1794,1,yes,6,6,9,0,10,FALSE
1794,1,yes,7,10,10,0,10,FALSE
1794,1,yes,8,10,10,0,10,FALSE
1794,1,yes,9,10,10,0,10,FALSE
1794,1,yes,10,6,6,0,6,FALSE
1794,1,yes,11,8,9,1,10,FALSE
1794,1,yes,12,10,10,0,10,FALSE
1794,1,yes,13,10,10,0,10,FALSE
1794,1,yes,14,10,10,6,10,FALSE
1794,1,yes,15,10,10,9,10,FALSE
1794,2,no,1,10,10,5,10,FALSE
1794,2,no,2,10,10,7,10,FALSE
1794,2,yes,1,0,9,5,10,FALSE
1794,2,yes,2,0,10,9,10,FALSE
1794,2,yes,3,0,4,4,4,FALSE
1794,2,yes,4,6,9,1,10,FALSE
1794,2,yes,5,10,10,0,10,FALSE
1794,2,yes,6,10,10,0,10,FALSE
1794,2,yes,7,10,10,2,10,FALSE
1794,2,yes,8,10,10,3,10,FALSE
1794,2,yes,9,10,10,9,10,FALSE
1794,3,no,1,10,10,5,10,FALSE
1794,3,no,2,10,10,7,10,FALSE
1794,3,yes,1,6,9,0,10,FALSE
1794,3,yes,2,10,10,0,10,FALSE
1794,3,yes,3,10,10,4,10,FALSE
1794,3,yes,4,10,10,4,10,FALSE
1794,3,yes,5,10,10,8,10,FALSE
1794,4,no,1,10,10,2,10,FALSE
1794,4,no,2,10,10,7,10,FALSE
1794,4,yes,1,8,10,0,10,FALSE
1794,4,yes,2,10,10,0,10,FALSE
1794,4,yes,3,10,10,4,10,FALSE
1794,4,yes,4,10,10,7,10,FALSE
1794,5,no,1,10,10,2,10,FALSE
1794,5,no,2,10,10,7,10,FALSE
1794,5,yes,1,9,9,6,10,FALSE
1794,5,yes,2,10,10,5,10,FALSE
1794,5,yes,3,10,10,6,10,FALSE
1794,5,yes,4,10,10,8,10,FALSE
1794,6,no,1,10,10,4,10,FALSE
1794,6,no,2,10,10,7,10,FALSE
1794,6,yes,1,9,9,3,10,FALSE
1794,6,yes,2,10,10,8,10,FALSE
1794,7,no,1,10,10,4,10,FALSE
1794,7,no,2,10,10,8,10,FALSE
1794,7,yes,1,9,9,9,10,FALSE
1794,8,no,1,9,10,4,10,FALSE
1794,8,no,2,10,10,8,10,FALSE
1794,8,yes,1,9,9,4,10,FALSE
1794,8,yes,2,10,10,9,10,FALSE
1794,9,no,1,10,10,6,10,FALSE
1794,9,no,2,10,10,9,10,FALSE
1794,9,yes,1,9,9,5,10,FALSE
1794,9,yes,2,10,10,6,10,FALSE
1794,9,yes,3,10,10,6,10,FALSE
1794,9,yes,4,10,10,9,10,FALSE
1794,10,no,1,10,10,8,10,FALSE
1794,10,yes,1,9,9,7,10,FALSE
1794,11,no,1,10,10,6,10,FALSE
1794,11,no,2,10,10,9,10,FALSE
1794,11,yes,1,9,9,7,10,FALSE
1794,12,no,1,10,10,6,10,FALSE
1794,12,no,2,10,10,8,10,FALSE
1794,12,yes,1,9,9,5,10,FALSE
1794,12,yes,2,10,10,7,10,FALSE
1794,13,no,1,10,10,4,10,FALSE
1794,13,no,2,10,10,9,10,FALSE
1794,13,yes,1,2,9,5,10,FALSE
1794,13,yes,2,1,10,3,10,FALSE
1794,13,yes,3,5,10,7,10,FALSE
1794,13,yes,4,10,10,10,10,FALSE
1794,14,no,1,10,10,9,10,FALSE
1794,14,yes,1,8,9,5,10,FALSE
1794,14,yes,2,10,10,8,10,FALSE
1794,15,no,1,10,10,6,10,FALSE
1794,15,no,2,10,10,10,10,FALSE
1794,15,yes,1,8,9,8,10,FALSE
1794,16,no,1,10,10,3,10,FALSE
1794,16,no,2,10,10,7,10,FALSE
1794,16,yes,1,8,9,2,10,FALSE
1794,16,yes,2,10,10,10,10,FALSE
1794,17,no,1,8,10,7,10,FALSE
1794,17,no,2,10,10,8,10,FALSE
1794,17,yes,1,6,9,2,10,FALSE
1794,17,yes,2,10,10,7,10,FALSE
1794,18,no,1,10,10,8,10,FALSE
1794,18,yes,1,3,9,1,10,FALSE
1794,18,yes,2,10,10,7,10,FALSE
1794,retest,no,1,10,10,0,10,FALSE
1794,retest,no,2,10,10,1,10,FALSE
1794,retest,no,3,10,10,1,10,FALSE
1794,retest,no,4,10,10,1,10,FALSE
1794,retest,no,5,10,10,3,10,FALSE
1794,retest,no,6,10,10,4,10,FALSE
1794,retest,no,7,10,10,9,10,FALSE
