mouse,op,rev,block,hit,p.trials,cr,n.trials,exclude
2185,0,no,1,10,10,1,10,FALSE
2185,0,no,2,5,6,0,5,FALSE
2185,0,no,3,10,10,0,10,FALSE
2185,0,no,4,4,8,3,7,FALSE
2185,0,no,5,9,10,2,10,FALSE
2185,0,no,6,10,10,6,10,FALSE
2185,0,no,7,10,10,7,10,FALSE
2185,1,no,1,7,10,1,10,FALSE
2185,1,no,2,10,10,1,10,FALSE
2185,1,no,3,9,10,2,10,FALSE
2185,1,no,4,10,10,4,10,FALSE
2185,1,no,5,10,10,5,10,FALSE
2185,1,no,6,6,6,4,6,FALSE
2185,1,no,7,10,10,0,10,FALSE
2185,1,no,8,10,10,2,10,FALSE
2185,1,no,9,10,10,4,10,FALSE
2185,1,no,10,10,10,8,10,FALSE
2185,1,yes,1,9,9,0,10,FALSE
2185,1,yes,2,10,10,0,10,FALSE
2185,1,yes,3,10,10,0,10,FALSE
2185,1,yes,4,10,10,0,10,FALSE
2185,1,yes,5,10,10,1,10,FALSE
2185,1,yes,6,10,10,6,10,FALSE
2185,1,yes,7,10,10,7,10,FALSE
2185,2,no,1,10,10,3,10,FALSE
2185,2,no,2,10,10,10,10,FALSE
2185,2,yes,1,1,9,5,10,FALSE
2185,2,yes,2,0,10,5,10,FALSE
2185,2,yes,3,0,5,3,3,FALSE
2185,2,yes,4,8,9,2,10,FALSE
2185,2,yes,5,10,10,5,10,FALSE
2185,2,yes,6,10,10,7,10,FALSE
2185,3,no,1,10,10,8,10,FALSE
2185,3,yes,1,9,9,1,10,FALSE
2185,3,yes,2,10,10,7,10,FALSE
2185,4,no,1,10,10,5,10,FALSE
2185,4,no,2,10,10,9,10,FALSE
2185,4,yes,1,0,9,0,10,FALSE
2185,4,yes,2,0,10,6,10,FALSE
2185,4,yes,3,3,10,5,10,FALSE
2185,4,yes,4,10,10,2,10,FALSE
2185,4,yes,5,10,10,6,10,FALSE
2185,4,yes,6,10,10,8,10,FALSE
2185,5,no,1,10,10,2,10,FALSE
2185,5,no,2,10,10,2,10,FALSE
2185,5,no,3,10,10,6,10,FALSE
2185,5,no,4,10,10,8,10,FALSE
2185,5,yes,1,8,9,8,10,FALSE
2185,6,no,1,10,10,4,10,FALSE
2185,6,no,2,10,10,9,10,FALSE
2185,6,yes,1,4,9,0,10,FALSE
2185,6,yes,2,10,10,1,10,FALSE
2185,6,yes,3,10,10,4,10,FALSE
2185,6,yes,4,10,10,7,10,FALSE
2185,7,no,1,10,10,7,10,FALSE
2185,7,yes,1,9,9,6,10,FALSE
2185,7,yes,2,10,10,9,10,FALSE
2185,8,no,1,10,10,9,10,FALSE
2185,8,yes,1,9,9,6,10,FALSE
2185,8,yes,2,10,10,8,10,FALSE
2185,9,no,1,10,10,8,10,FALSE
2185,9,yes,1,9,9,5,10,FALSE
2185,9,yes,2,10,10,10,10,FALSE
2185,10,no,1,10,10,7,10,FALSE
2185,10,yes,1,8,9,7,10,FALSE
2185,10,yes,2,7,10,10,10,FALSE
2185,11,no,1,9,10,9,10,FALSE
2185,11,yes,1,9,9,9,10,FALSE
2185,12,no,1,10,10,6,10,FALSE
2185,12,no,2,10,10,10,10,FALSE
2185,12,yes,1,9,9,9,10,FALSE
2185,13,no,1,10,10,7,10,FALSE
2185,13,yes,1,9,9,6,10,FALSE
2185,13,yes,2,10,10,8,10,FALSE
2185,14,no,1,10,10,6,10,FALSE
2185,14,no,2,10,10,7,10,FALSE
2185,14,yes,1,9,9,3,10,FALSE
2185,14,yes,2,10,10,9,10,FALSE
2185,15,no,1,10,10,5,10,FALSE
2185,15,no,2,10,10,10,10,FALSE
2185,15,yes,1,9,9,7,10,FALSE
2185,16,no,1,10,10,7,10,FALSE
2185,16,yes,1,9,9,5,10,FALSE
2185,16,yes,2,10,10,9,10,FALSE
2185,17,no,1,10,10,8,10,FALSE
2185,17,yes,1,9,9,3,10,FALSE
2185,17,yes,2,10,10,9,10,FALSE
2185,18,no,1,10,10,9,10,FALSE
2185,18,yes,1,9,9,8,10,FALSE
2185,retest,no,1,10,10,0,10,FALSE
2185,retest,no,2,10,10,1,10,FALSE
2185,retest,no,3,10,10,8,10,FALSE
