mouse,op,rev,block,hit,p.trials,cr,n.trials,exclude
2107,0,no,1,10,10,4,10,FALSE
2107,0,no,2,5,5,3,3,FALSE
2107,0,no,3,10,10,0,10,FALSE
2107,0,no,4,10,10,2,10,FALSE
2107,0,no,5,5,5,3,5,FALSE
2107,0,no,6,10,10,9,10,FALSE
2107,1,no,1,10,10,0,10,FALSE
2107,1,no,2,9,10,8,10,FALSE
2107,1,yes,1,6,9,0,10,FALSE
2107,1,yes,2,8,10,0,10,FALSE
2107,1,yes,3,10,10,0,10,FALSE
2107,1,yes,4,2,2,0,1,FALSE
2107,1,yes,5,9,9,2,10,FALSE
2107,1,yes,6,10,10,2,10,FALSE
2107,1,yes,7,8,9,5,8,FALSE
2107,1,yes,8,8,9,4,10,FALSE
2107,1,yes,9,10,10,8,10,FALSE
2107,2,no,1,3,10,1,10,FALSE
2107,2,no,2,10,10,0,10,FALSE
2107,2,no,3,10,10,3,10,FALSE
2107,2,no,4,10,10,10,10,FALSE
2107,2,yes,1,8,9,0,10,FALSE
2107,2,yes,2,10,10,0,10,FALSE
2107,2,yes,3,10,10,0,10,FALSE
2107,2,yes,4,10,10,6,10,FALSE
2107,2,yes,5,10,10,9,10,FALSE
2107,3,no,1,10,10,2,10,FALSE
2107,3,no,2,10,10,8,10,FALSE
2107,3,yes,1,8,9,0,10,FALSE
2107,3,yes,2,10,10,2,10,FALSE
2107,3,yes,3,9,10,8,10,FALSE
2107,4,no,1,10,10,2,10,FALSE
2107,4,no,2,10,10,10,10,FALSE
2107,4,yes,1,7,9,0,10,FALSE
2107,4,yes,2,10,10,2,10,FALSE
2107,4,yes,3,10,10,6,10,FALSE
2107,4,yes,4,10,10,9,10,FALSE
2107,5,no,1,10,10,0,10,FALSE
2107,5,no,2,10,10,7,10,FALSE
2107,5,yes,1,9,9,2,10,FALSE
2107,5,yes,2,10,10,7,10,FALSE
2107,6,no,1,10,10,3,10,FALSE
2107,6,no,2,10,10,6,10,FALSE
2107,6,no,3,10,10,10,10,FALSE
2107,6,yes,1,8,9,7,10,FALSE
2107,6,yes,2,10,10,8,10,FALSE
2107,7,no,1,10,10,5,10,FALSE
2107,7,no,2,10,10,9,10,FALSE
2107,7,yes,1,9,9,7,10,FALSE
2107,8,no,1,9,10,8,10,FALSE
2107,8,yes,1,9,9,6,10,FALSE
2107,8,yes,2,10,10,6,10,FALSE
2107,8,yes,3,10,10,9,10,FALSE
2107,9,no,1,10,10,6,10,FALSE
2107,9,no,2,10,10,10,10,FALSE
2107,9,yes,1,9,9,9,10,FALSE
2107,10,no,1,10,10,8,10,FALSE
2107,10,yes,1,9,9,5,10,FALSE
2107,10,yes,2,10,10,9,10,FALSE
2107,11,no,1,10,10,5,10,FALSE
2107,11,no,2,10,10,10,10,FALSE
2107,11,yes,1,9,9,8,10,FALSE
2107,12,no,1,10,10,4,10,FALSE
2107,12,no,2,10,10,10,10,FALSE
2107,12,yes,1,9,9,8,10,FALSE
2107,13,no,1,10,10,8,10,FALSE
2107,13,yes,1,9,9,7,10,FALSE
2107,14,no,1,10,10,9,10,FALSE
2107,14,yes,1,8,9,10,10,FALSE
2107,15,no,1,2,10,8,10,FALSE
2107,15,no,2,9,10,6,10,FALSE
2107,15,no,3,10,10,10,10,FALSE
2107,15,yes,1,8,9,4,10,FALSE
2107,15,yes,2,10,10,8,10,FALSE
2107,16,no,1,6,10,7,10,FALSE
2107,16,no,2,10,10,6,10,FALSE
2107,16,no,3,10,10,7,10,FALSE
2107,16,yes,1,9,9,3,10,FALSE
2107,16,yes,2,10,10,8,10,FALSE
2107,17,no,1,10,10,3,10,FALSE
2107,17,no,2,10,10,9,10,FALSE
2107,18,no,1,10,10,8,10,FALSE
2107,18,yes,1,8,9,4,10,FALSE
2107,18,yes,2,10,10,10,10,FALSE
2107,retest,no,1,10,10,1,10,FALSE
2107,retest,no,2,10,10,1,10,FALSE
2107,retest,no,3,10,10,8,10,FALSE
